person.key,person.name.last,person.name.first,entry.name
rishel-exc,Rishel,William D.,#league
rockroth-exc,Rockroth,Edward H.,#league
sheppard-slc,Shepard,H. O.,#league
ferrin-ump,Ferrin,"Irwin ""Win""",#umpire
mcrea-ump,McRea,John,#umpire
setley-ump,Setley,"""Wild Bill""",#umpire
clynes-boi,Clynes,"John ""Babe""",Boise
cody-boi,Cody,John W.,Boise
damman-boi,Dammann,"William H. ""Bill""*",Boise
gove-boi,Gove,Will,Boise
hammond-boi,Hammond,"Elbridge R. ""Eddie""",Boise
hanson-boi,Hanson,George W.,Boise
hodson-boi,Hodson,George S.*,Boise
irby-boi+slc,Irby,Charles T.,Boise
kellackey-boi,Kellackey,Hugh W.,Boise
kelly-boi,Kelly,Steve,Boise
knox-boi,Knox,"Richard J. ""Dick""",Boise
mcfarlan-boi,McFarlan,"A. Daniel ""Dan""*",Boise
mcintyre-boi,McIntrye,Charles T.,Boise
mcintyre-boi,McIntyre,Charles T./F.,Boise
riggs-slc+boi,Riggs,Robert M.,Boise
schils-boi,Schils,"Albert J. ""Bert""",Boise
smith-boi,Smith,"Thomas ""Tom""",Boise
steltz-boi,Steltz,Chris Theodore,Boise
vasbinder-boi,Vasbinder,"M. Calhoun ""Cal""*",Boise
baer-ogd,Baer,J. V.,Ogden
bluth-ogd,Bluth,"Godfred J. ""Fred""",Ogden
bowman-ogd,Bowman,Frank?,Ogden
briseno-ogd,Briseno,"Albert L. ""Midget""",Ogden
castleton-ogd,Castleton,"Royal E. ""Roy""*",Ogden
clark-ogd,Clark,"Alfred R. ""Dad""*",Ogden
dowling-ogd,Dowling,"Henry J. ""Pete""*",Ogden
fulmer-ogd,Fulmer,"Windsor ""Win""",Ogden
gimlin-ogd,Gimlin,"John Frank ""Dad""",Ogden
gimlin-ogd,Gimlin,"J. Frank ""Dad""",Ogden
hastings-ogd,Hastings,Ira Joseph,Ogden
hausen-ogd,Hausen,Homer Chase,Ogden
herwig-ogd,Herwig,John B.,Ogden
hoon-ogd,Hoon,Kirby Grant,Ogden
thompson-ogd,Thompson,"J. Gustav ""Gus""*",Ogden
beck-slc,Beck,,Salt Lake City
carney-slc,Carney,"William J. ""Bill""*",Salt Lake City
delmas-slc,Delmas,"Albert Russell ""Del""",Salt Lake City
douglas-slc,Douglas,,Salt Lake City
durham-slc,Durham,"Louis S. ""Silver""",Salt Lake City
gunn-slc,Gunn,,Salt Lake City
hahn-slc,Hahn,,Salt Lake City
haynes-slc,Haynes,,Salt Lake City
irby-boi+slc,Irby,Charles T.,Salt Lake City
jensen-slc,Jensen,"Erven Leslie ""Si""",Salt Lake City
leahy-slc,Leahy,"Thomas J. ""Tom""*",Salt Lake City
leahy-slc,Leahy,Thomas,Salt Lake City
mead-slc,Mead,,Salt Lake City
muller-slc,Muller,Maxmilian Fred.,Salt Lake City
obrien-slc,O'Brien,"""Darby""",Salt Lake City
peer-slc,Peer,Michael Francis,Salt Lake City
quick-slc,Quick,,Salt Lake City
reilly-slc,Reilly,Charles T.*,Salt Lake City
riggs-slc+boi,Riggs,Robert M.,Salt Lake City
sheppard-slc,Sheppard,H. O.,Salt Lake City
stickney-slc,Stickney,H. G.,Salt Lake City
suess-slc,Suess,"Frank Jacob ""Doc""",Salt Lake City
thomas-slc,Thomas,"Joseph J. ""Joe""",Salt Lake City
thornton-slc,Thornton,"John ""Jack""*",Salt Lake City
toren-slc,Toren,Roy Henry,Salt Lake City
tozer-slc,Tozer,"William L. ""Bill""*",Salt Lake City
wright-slc,Wright,C. Eugene*,Salt Lake City
baxter-spo,Baxter,"John M. ""Moose""*",Spokane
coe-spo,Coe,,Spokane
cutter-spo,Cutter,"Winthrop ""Win""",Spokane
egan-spo,Egan,"Richard J. ""Dick""*",Spokane
ferris-spo,Ferris,George Martin,Spokane
gilpatrick-spo,Gilpatrick,George F.,Spokane
klinkhammer-spo,Klinkhammer,"Frank ""Fritz""",Spokane
lewis-spo,Lewis,Carl Leland,Spokane
martinke-spo,Martinke,Felix,Spokane
mcinnes-spo,McInnes,Hector,Spokane
nehring-spo,Nehring,Fred,Spokane
raymond-spo,Raymond,"Frank C. ""Tealy""",Spokane
simons-spo,Simons,"John Van ""Jack""",Spokane
stanley-spo,Stanley,"Matthew G. ""Matt""",Spokane
swain-spo,Swain,"Charles R. ""Cy""",Spokane
williams-spo,Williams,Clyde,Spokane
